Issue,Storypoint
"Comment Tooltip does not show text of the comment anymore On JBAC
When you put you mouse over the comment icon you used to be able to view the content of the comment withour having to click on it to be take to the comments tab of that build.    Now, this gets shortened so that you are only able to see the commenter and the comment's date. See screenshot.    I am marking this bug as critical, because it's extremely annoying to browse build comments by clicking on them, as you have to wait for a page load and be taken out of the plan view, which you then will have to reload again once you finish reading the comment.",1
"IMPORT/EXPORT of login failure info is broken
This error occurs when importing a tardigrade export.  export_tardigradeserver_2014_20100824.zip    Caused by: org.springframework.orm.hibernate.HibernateSystemException: not-null property references a null or transient value: com.atlassian.bamboo.user.LoginInformationImpl.userName; nested exception is net.sf.hibernate.PropertyValueException: not-null property references a null or transient value: com.atlassian.bamboo.user.LoginInformationImpl.userName    org.springframework.orm.hibernate.SessionFactoryUtils.convertHibernateAccessException(SessionFactoryUtils.java:597)    org.springframework.orm.hibernate.HibernateAccessor.convertHibernateAccessException(HibernateAccessor.java:353)    org.springframework.orm.hibernate.HibernateTemplate.execute(HibernateTemplate.java:375)    org.springframework.orm.hibernate.HibernateTemplate.saveOrUpdate(HibernateTemplate.java:601)    com.atlassian.hibernate.HibernateObjectDao.saveRaw(HibernateObjectDao.java:148)    com.atlassian.hibernate.HibernateObjectDao.save(HibernateObjectDao.java:118)    com.atlassian.bamboo.user.LoginInformationHibernateDao.save(LoginInformationHibernateDao.java:49)    com.atlassian.bamboo.user.LoginInformationManagerImpl.injectLoginInformation(LoginInformationManagerImpl.java:79)    sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)    sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)    sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)    java.lang.reflect.Method.invoke(Method.java:597)    org.springframework.aop.support.AopUtils.invokeJoinpointUsingReflection(AopUtils.java:304)    org.springframework.aop.framework.ReflectiveMethodInvocation.invokeJoinpoint(ReflectiveMethodInvocation.java:182)    org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:149)    org.springframework.transaction.interceptor.TransactionInterceptor.invoke(TransactionInterceptor.java:106)    org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)    org.springframework.aop.framework.JdkDynamicAopProxy.invoke(JdkDynamicAopProxy.java:204)    $Proxy16.injectLoginInformation(Unknown Source)    com.atlassian.bamboo.migration.stream.LoginInformationMapper.afterImportListItem(LoginInformationMapper.java:96)    com.atlassian.bamboo.migration.stream.LoginInformationMapper.afterImportListItem(LoginInformationMapper.java:20)    com.atlassian.bamboo.migration.BambooStAXListImportStrategy.importListItemXml(BambooStAXListImportStrategy.java:268)    com.atlassian.bamboo.migration.BambooStAXListImportStrategy.access$100(BambooStAXListImportStrategy.java:16)    com.atlassian.bamboo.migration.BambooStAXListImportStrategy$1.importListItems(BambooStAXListImportStrategy.java:36)    com.atlassian.bamboo.migration.BambooStAXListImportStrategy.importListXml(BambooStAXListImportStrategy.java:234)",1
"HG Changeset detection is totally wrong
The build https://bamboo-extranet.atlassian.com/browse/CRUCHG-BR22-3 triggered at the right time, but since https://bamboo-extranet.atlassian.com/browse/CRUCHG-BR22-2, there is only 1 change, but https://bamboo-extranet.atlassian.com/browse/CRUCHG-BR22-3/commit lists loads of changes, none of which were even on the 2.2 branch. The real diffs:    {code}  $ hg log -b 2.2 -r a780b00521e8e6464de1c3509f330b4c7d2ffedc:2a4ec7c3fc9db7a907bdf42601ab431615aeca48  changeset:   17456:a780b00521e8  branch:      2.2  parent:      17427:545beab760a6  user:        Seb Ruiz <sruiz@atlassian.com>  date:        Wed Jul 07 04:31:37 2010 +0000  files:       src/java/com/cenqua/fisheye/web/Watch.java  description:  NONE: Fix NPE when comparing invalid watches      changeset:   17628:2a4ec7c3fc9d  branch:      2.2  tag:         tip  parent:      17456:a780b00521e8  user:        Matthew Watson <mwatson@atlassian.com>  date:        Tue Sep 07 17:05:13 2010 +1000  files:       src/tests/com/cenqua/fisheye/license/LicenseTestStrings.java  description:  NONE: Upgrade license Keys for Tests  {code}  Note, the first is the commit from build 2, the second is the commit that triggered build 3.    Note the builds trigger correctly only when changes are made for their branch, but the list of changes is almost always rubbish.",2
"Inline Importer Causes Upgrade Tasks To Fail
When doing an import either via the setup wizard (or checking the checkbox to not restart bamboo from the admin section) the upgrades are run within the same thread as the action so therefore maintain the same session object (via the sessionInViewFilter thingy) for every upgrade task.  This causes some nasty exceptions - the tasks assume they have a clean slate to work off.    We need to make the upgrades run in a separate thread which does not have the overarching session available to it, and just make the action thread hang around waiting for the other thread to finish.    I have attached an export which reproduces this problem. ",3
"Can not delete image configuration if used in instance scheduling 
   2010-09-09 14:36:15,156 INFO [1921423913@qtp-1196121930-3] [LocalAgentManagerImpl] Attempting to remove build agent...   2010-09-09 14:36:15,182 WARN [1921423913@qtp-1196121930-3] [JDBCExceptionReporter] SQL Error: 0, SQLState: null  2010-09-09 14:36:15,182 ERROR [1921423913@qtp-1196121930-3] [JDBCExceptionReporter] Batch entry 0 delete from ELASTIC_IMAGE where ELASTIC_IMAGE_ID=131075 was aborted.  Call getNextException to see the cause.  2010-09-09 14:36:15,182 WARN [1921423913@qtp-1196121930-3] [JDBCExceptionReporter] SQL Error: 0, SQLState: 23503  2010-09-09 14:36:15,182 ERROR [1921423913@qtp-1196121930-3] [JDBCExceptionReporter] ERROR: update or delete on table ""elastic_image"" violates foreign key constraint ""fk1c6b30e1581fb731"" on table ""elastic_schedule""    Detail: Key (elastic_image_id)=(131075) is still referenced from table ""elastic_schedule"".  2010-09-09 14:36:15,184 WARN [1921423913@qtp-1196121930-3] [JDBCExceptionReporter] SQL Error: 0, SQLState: null  2010-09-09 14:36:15,184 ERROR [1921423913@qtp-1196121930-3] [JDBCExceptionReporter] Batch entry 0 delete from ELASTIC_IMAGE where ELASTIC_IMAGE_ID=131075 was aborted.  Call getNextException to see the cause.  2010-09-09 14:36:15,184 WARN [1921423913@qtp-1196121930-3] [JDBCExceptionReporter] SQL Error: 0, SQLState: 23503  2010-09-09 14:36:15,184 ERROR [1921423913@qtp-1196121930-3] [JDBCExceptionReporter] ERROR: update or delete on table ""elastic_image"" violates foreign key constraint ""fk1c6b30e1581fb731"" on table ""elastic_schedule""    Detail: Key (elastic_image_id)=(131075) is still referenced from table ""elastic_schedule"".  2010-09-09 14:36:15,184 ERROR [1921423913@qtp-1196121930-3] [SessionImpl] Could not synchronize database state with session",2
"You can edit the project name on the job level
Not sure if it was intentional but it just feel strange",1
"""Move Plans"" should not show jobs
http://skitch.com/brydiemccoy/dsaqe/configure-new-plan-details-atlassian-bambooooo    Currently it lists all subplans on this page which is kind of stupid.  The reason I haven't just ""fixed it"" is the interfaces on the DefaultProject object are outdated and need review.  I dont want to add to the mess.",1
"Upgrade aspectj to 1.6.9
http://mirrors.ibiblio.org/pub/mirrors/maven2/org/aspectj/aspectjrt/1.6.9/    Will solve https://bugs.eclipse.org/bugs/show_bug.cgi?id=269867.  We'll need to update the groupId and add a block for the old groupId",2
"Make sure that hg errors are properly added to the plan log
Currently we just throw RepositoryExceptions.  Some errors - esp 'authentication failure' - should be explicitly added to the log so the user sees it.    Blocker - if it happens in change detection phase, the log is not visible at the moment - difficult to test.",1
"If AJS.conglomerate.cookie gets too big, web servers will report HTTP error 413
As an Administrator edits the plans, the *AJS.conglomerate.cookie* stores the UI history. However, Bamboo is not resetting the cookie value often enough to avoid it getting too big.    This causes the web/app server to report HTTP error 413.  ",2
"Bamboo upgrade process fails on Windows
I had Bamboo 2.6.1 installed on my Windows 7 machine. I tried to install 2.6.2 without manually uninstalling the previous version. The installer found previous version, uninstalled it and installed new one. When I tried to run the Bamboo it failed saying that duplicated plugins were found. Indeed in the WEB-INF/lib directory there were plenty of duplicated jars but in different versions.",2
"Wallboard Re-Design
The wallboard looks dated and not inline with our JIRA wallboards that we've presented at Atlassian Summit. ",1
"Changing the builder type during cloning adds multiple builder requirements
When cloning a plan: if you change the builder type from Ant to Maven then Bamboo adds Ant and Maven as a requirement to the plan.    Ideally, Bamboo should detect that the builder has changed and set the requirement to Maven from ant in the next screen.",2
"Discrepancy in time estimations in a single-job chain between job and chain
nan",2
"Job/Chain Name duplication throws exception
My Project Name: AAAA  My Chain Name: AAAA    In one instance I tried to update an existing job to have the name AAAA.  I got a validation error. I should theoretically be able to name my plan like this shouldn't I?    During an attempt to reproduce the above behaviour, I tried to create a _new_ Job with the name AAAA.  This submitted successfully.  However now I get a whole bunch of other exceptions:    {code}  2010-09-30 10:17:41,755 ERROR [1638360365@qtp-1196121930-6] [FiveOhOh] 500 Exception was thrown.  org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2    org.springframework.orm.hibernate.SessionFactoryUtils.convertHibernateAccessException(SessionFactoryUtils.java:590)    org.springframework.orm.hibernate.HibernateAccessor.convertHibernateAccessException(HibernateAccessor.java:353)    org.springframework.orm.hibernate.HibernateTemplate.execute(HibernateTemplate.java:375)    org.springframework.orm.hibernate.HibernateTemplate.execute(HibernateTemplate.java:337)    com.atlassian.bamboo.plan.PlanHibernateDao.getPlanByName(PlanHibernateDao.java:83)    sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)    sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)    sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)    java.lang.reflect.Method.invoke(Method.java:597)  {code}    The getPlanByName method only looks at the project name and plan name in the build table.  And hence will return both the chain and the job.     So we need to either  a) prevent people from creating jobs with the same name as a plan (though this behaves the opposite to how we handle the keys)  b) fix the getPlanByName method, and any other use cases which die because of the duplication.",2
"VariableSubstitutionBean cannot be used in V2 plugins
Any plugin that requires variable substitution via the VariableSubstitutionBean has to be a V1 plugin because the VSB is not exposed to V2 plugins.    This was discovered during: https://studio.plugins.atlassian.com/browse/BPBC-41    Emails were exchanged regarding this as well:    Mark Chai:  -------------  The VSB is a prototype scoped bean so it can't be made available in OSGI.    I'm not 100% sure if it _has_ to be a prototype (it does access the AdminConfigManager but doesn't seem to cache anything).     If you have Bamboo building from source, you could try to switch the prototype flag off on the application context definition and plugin:available=""true"" and see if that works.    Jonathan Doklovic (response):  -----------------------------  I just updated the applicationContextCommon.xml inside of bamboo-agent-core within the container that amps uses.  Removed the prototype scope and added plugins:available=""true"".      This has no effect. When I run my plugin, the VSB still does not get injected into my action.  :(  http://www.sadtrombone.com/   ",3
"Allow import of Plans from Maven poms stored in Mercurial repositories
Currently Bamboo allows out of the box import of pom.xml from CVS/Perforce/Subversion.  With Mercurial support in place, Mercurial should be added to the list of repositories available for plan import.",5
"Apparent deadlock in Axis
We had one of our builds hang, at a point where it was running a functional test against Bamboo.    It looks like there might be a deadlock within Bamboo, but it's not totally obvious to me what's going on. I'm attaching the log with a thread dump at the end.",2
"Reports for tests don't have any data points
Issue reported in https://support.atlassian.com/browse/BSP-3259",8
"Hide file filter pattern options when configuraing job repository
These options are only used for change detection.  So should not be configurable at the job level.",1
"Quiet Period and Max Retries Should be hidden for jobs
This only relates to change detection ",1
"Invalid Build log artifact URL in REST reponse
<server>/rest/api/latest/build/<build>?expand=artifacts.artifact returns an URL to build log, which does not exist (response is a chain)",1
"Add admin action that will blow away all Mercurial cache directories.
[https://atlaseye.atlassian.com/cru/CR-BAM-1971#c32842]    currently if I change the repo URL, then the cache is effectively ""orphaned"" and can't be cleared through plan view.  ",5
"Maven 3.0 or 3.x Builder
Hi all,    It would be nice if I would have the possibility to add a Maven 3.x (or Maven 3.0) Builder.  When I want to build with Maven 3 I have to choose Maven 2.x or Maven Builder.  That's not nice ;(    Regards,  Florian",1
"Stop build on dashboard when multiple builds redirects to plan page
Stopping a single build from the dashboard happens async. You stay on the dashboard.  If there are multiple builds running you get the dialog.  After confirming deletion you get redirected to the plan page.  You should return to the dashboard instead",1
"Errors not showing up on result summary page
  The job-result-error is showing on the job and chain summary page, but not on the chain result or job result page.  Both results are ""Not Built""",1
"Bulk Actions wizard has sorting issues
In the second/third/fourth step of bulk action, the chains are grouped at the top, and jobs grouped at the bottom.  The jobs should be grouped underneath their respective chain.",1
"Bulk Action change svn info should indicate if a job is inheriting its parents
You should still be able to bulk edit jobs to something new.  But, in the preview list showing existing config, it should show either just (e.g.) ""Inheriting information from parent"" or still show the url but e.g. in brackets next to it show (inherited).",1
"Mercurial is instantly triggering another build right after the initial build.
Creating new plan (enabled) triggers initial build. Mercurial plugin will instantly trigger another build (if configured to poll repository for the changes) - because it thinks last revision was 'null'.    How to reproduce:  1) just create a plan using valid Mercurial repository, enable it (during creation), set 'poll repository for changes' for example to 10s  2) wait till first build (initial) finishes  3a) instantly second build will be triggered (showing all the changesets from the repository root)  3b) where I expected the build won't be triggered until new commits will be pushed to that repository",1
"Cannot load x64 wrapper dll on Windows XP x64
nan",1
"Web repository isn't validating when configuring Plan.
Giles Gaskell (at Bamboo DEV2 chatroom, 11/08/2010):  {quote}  Btw - just out of interest for the Docs - when configuring the 'Common repository configuration' options of an existing Plan or Job, I am able to select the option 'Mercurial Web Repository' in the 'Web Repository' field for Plan. However, this option is not available when configuring the equivalent field for a Job.  Is there a reason for that? Or is this a bug?  Does anyone have an answer as to why the 'Mercurial Web Repository' option is not available when configuring a Job? (whereas it is for a Plan)  Aha - I see what the issue is - when you're configuring a Plan, the 'Web Repository' field does not appear to be validating your selected repository and the 'Mercurial Web Repository' option appears no matter what repository type you select.  {quote}    Chai:  {quote}  Ah okay. That sounds like a bug  {quote}    Giles:  {quote}  Yeah - I thought so - fyi - the Job configuration page appears to be working okay in this regard.  {quote}    -----    Worth investigating. Maybe it's a Mercurial Web Repository issue itself. Maybe not.",1
"${system.PATH} or ${system.ALLUSERSPROFILE} variables are not being replaced
* I have a builder argument that uses ${system.ALLUSERSPROFILE} but now it is not being replaced by the %ALLUSERSPROFILE% environment variable  * I also add extra paths to the default PATH environment variable using the following    {noformat}  PATH=${system.PATH};tools/bin  {noformat}    but the ${system.PATH} variable is also not being replaced",2
"Mail Server can't get the SMTP or JNDI values if the server is Tested before Saving it
If the Mail Server is tested (""Test"" button is clicked) before being saved (""Save"" button is clicked), the following stack is reported:    {noformat}  Version: 2.7  Build: 2100  Build Date: 05 Nov 2010    system.error.request.information:  Request URL: http://domain:8085/admin/saveMailServer.action  Scheme: http  Server: domain  Port: 8085  URI: /admin/saveMailServer.action  Context Path:  Servlet Path: /admin/saveMailServer.action  Path Info:  Query String:  Stack Trace:    java.lang.NullPointerException: Name is null  at java.lang.Enum.valueOf(Unknown Source)  at com.atlassian.bamboo.ww2.actions.admin.mail.ConfigureMailServer$MailSetting.valueOf(ConfigureMailServer.java:25)  at com.atlassian.bamboo.ww2.actions.admin.mail.ConfigureMailServer.validate(ConfigureMailServer.java:88)  at com.opensymphony.xwork.interceptor.DefaultWorkflowInterceptor.doIntercept(DefaultWorkflowInterceptor.java:154)  at com.atlassian.bamboo.ww2.interceptors.BambooWorkflowInterceptor.doIntercept(BambooWorkflowInterceptor.java:33)  at com.opensymphony.xwork.interceptor.MethodFilterInterceptor.intercept(MethodFilterInterceptor.java:86)  at com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)  at com.opensymphony.xwork.validator.ValidationInterceptor.doIntercept(ValidationInterceptor.java:116)  at com.atlassian.bamboo.ww2.interceptors.BambooValidationInterceptor.doIntercept(BambooValidationInterceptor.java:33)  at com.opensymphony.xwork.interceptor.MethodFilterInterceptor.intercept(MethodFilterInterceptor.java:86)  at com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)  at com.atlassian.bamboo.ww2.interceptors.JSONValidationInterceptor.intercept(JSONValidationInterceptor.java:78)  at com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)  at com.opensymphony.xwork.interceptor.AroundInterceptor.intercept(AroundInterceptor.java:31)  at com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)  at com.opensymphony.xwork.interceptor.AroundInterceptor.intercept(AroundInterceptor.java:31)  at com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)  at com.opensymphony.xwork.interceptor.AroundInterceptor.intercept(AroundInterceptor.java:31)  at com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)  at com.opensymphony.webwork.interceptor.FileUploadInterceptor.intercept(FileUploadInterceptor.java:174)  at com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)  at com.opensymphony.xwork.interceptor.AroundInterceptor.intercept(AroundInterceptor.java:31)  at com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)  at com.opensymphony.xwork.interceptor.AroundInterceptor.intercept(AroundInterceptor.java:31)  at com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)  at com.opensymphony.xwork.interceptor.AroundInterceptor.intercept(AroundInterceptor.java:31)  at com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)  at com.opensymphony.xwork.interceptor.I18nInterceptor.intercept(I18nInterceptor.java:151)  at com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)  at com.opensymphony.xwork.interceptor.AroundInterceptor.intercept(AroundInterceptor.java:31)  at com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)  at com.atlassian.bamboo.ww2.interceptors.GlobalAdminInterceptor.intercept(GlobalAdminInterceptor.java:21)  at com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)  at com.atlassian.bamboo.security.acegi.intercept.web.WebworkSecurityInterceptor.intercept(WebworkSecurityInterceptor.java:55)  at com.atlassian.bamboo.security.acegi.intercept.web.WebworkSecurityInterceptorProxy.intercept(WebworkSecurityInterceptorProxy.java:30)  at com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)  at com.atlassian.bamboo.ww2.interceptors.PaginationAwareInterceptor.intercept(PaginationAwareInterceptor.java:81)  at com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)  at com.atlassian.bamboo.ww2.interceptors.StatisticsAwareInterceptor.intercept(StatisticsAwareInterceptor.java:42)  at com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)  at com.atlassian.bamboo.ww2.interceptors.ResultsListAwareInterceptor.intercept(ResultsListAwareInterceptor.java:45)  at com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)  at com.atlassian.bamboo.ww2.interceptors.BuildResultsSummaryAwareInteceptor.intercept(BuildResultsSummaryAwareInteceptor.java:66)  at com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)  at com.atlassian.bamboo.ww2.interceptors.ResultsSummaryAwareInteceptor.intercept(ResultsSummaryAwareInteceptor.java:67)  at com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)  at com.atlassian.bamboo.ww2.interceptors.ChainAwareInterceptor.intercept(ChainAwareInterceptor.java:110)  at com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)  at com.atlassian.bamboo.ww2.interceptors.PlanAwareInterceptor.intercept(PlanAwareInterceptor.java:71)  at com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)  at com.opensymphony.xwork.interceptor.AroundInterceptor.intercept(AroundInterceptor.java:31)  at com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)  at com.opensymphony.xwork.interceptor.AroundInterceptor.intercept(AroundInterceptor.java:31)  at com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)  at com.opensymphony.xwork.interceptor.AroundInterceptor.intercept(AroundInterceptor.java:31)  at com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)  at com.opensymphony.xwork.interceptor.ExceptionMappingInterceptor.intercept(ExceptionMappingInterceptor.java:186)  at com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)  at com.opensymphony.xwork.DefaultActionProxy.execute(DefaultActionProxy.java:116)  at com.opensymphony.webwork.dispatcher.DispatcherUtils.serviceAction(DispatcherUtils.java:274)  at com.opensymphony.webwork.dispatcher.FilterDispatcher.doFilter(FilterDispatcher.java:202)  at com.atlassian.bamboo.ww2.BambooFilterDispatcher.doFilter(BambooFilterDispatcher.java:30)  at org.mortbay.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1139)  at com.atlassian.plugin.servlet.filter.IteratingFilterChain.doFilter(IteratingFilterChain.java:46)  at com.atlassian.plugin.servlet.filter.ServletFilterModuleContainerFilter.doFilter(ServletFilterModuleContainerFilter.java:55)  at com.atlassian.plugin.servlet.filter.ServletFilterModuleContainerFilter.doFilter(ServletFilterModuleContainerFilter.java:41)  at org.mortbay.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1139)  at com.opensymphony.module.sitemesh.filter.PageFilter.parsePage(PageFilter.java:118)  at com.opensymphony.module.sitemesh.filter.PageFilter.doFilter(PageFilter.java:52)  at org.mortbay.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1139)  at com.opensymphony.webwork.dispatcher.ActionContextCleanUp.doFilter(ActionContextCleanUp.java:88)  at org.mortbay.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1139)  at com.atlassian.plugin.servlet.filter.IteratingFilterChain.doFilter(IteratingFilterChain.java:46)  at com.atlassian.plugin.servlet.filter.ServletFilterModuleContainerFilter.doFilter(ServletFilterModuleContainerFilter.java:55)  at com.atlassian.plugin.servlet.filter.ServletFilterModuleContainerFilter.doFilter(ServletFilterModuleContainerFilter.java:41)  at org.mortbay.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1139)  at com.atlassian.bamboo.filter.AccessLogFilter.doFilter(AccessLogFilter.java:66)  at org.mortbay.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1139)  at org.acegisecurity.util.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:265)  at org.acegisecurity.providers.anonymous.AnonymousProcessingFilter.doFilter(AnonymousProcessingFilter.java:125)  at org.acegisecurity.util.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:275)  at com.atlassian.bamboo.filter.SeraphLoginFilter.doFilter(SeraphLoginFilter.java:66)  at org.acegisecurity.util.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:275)  at org.acegisecurity.util.FilterChainProxy.doFilter(FilterChainProxy.java:149)  at org.acegisecurity.util.FilterToBeanProxy.doFilter(FilterToBeanProxy.java:98)  at com.atlassian.bamboo.filter.BambooAcegiProxyFilter.doFilter(BambooAcegiProxyFilter.java:25)  at org.mortbay.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1139)  at com.atlassian.bamboo.filter.LicenseFilter.doFilter(LicenseFilter.java:73)  at com.atlassian.core.filters.AbstractHttpFilter.doFilter(AbstractHttpFilter.java:31)  at org.mortbay.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1139)  at com.atlassian.johnson.filters.AbstractJohnsonFilter.doFilter(AbstractJohnsonFilter.java:72)  at org.mortbay.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1139)  at com.atlassian.seraph.filter.SecurityFilter.doFilter(SecurityFilter.java:219)  at org.mortbay.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1139)  at com.atlassian.seraph.filter.BaseLoginFilter.doFilter(BaseLoginFilter.java:140)  at org.mortbay.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1139)  at com.atlassian.plugin.servlet.filter.IteratingFilterChain.doFilter(IteratingFilterChain.java:46)  at com.atlassian.plugin.servlet.filter.DelegatingPluginFilter$1.doFilter(DelegatingPluginFilter.java:66)  at com.atlassian.oauth.serviceprovider.internal.servlet.OAuthFilter.doFilter(OAuthFilter.java:69)  at com.atlassian.plugin.servlet.filter.DelegatingPluginFilter.doFilter(DelegatingPluginFilter.java:74)  at com.atlassian.plugin.servlet.filter.IteratingFilterChain.doFilter(IteratingFilterChain.java:42)  at com.atlassian.plugin.servlet.filter.ServletFilterModuleContainerFilter.doFilter(ServletFilterModuleContainerFilter.java:55)  at com.atlassian.plugin.servlet.filter.ServletFilterModuleContainerFilter.doFilter(ServletFilterModuleContainerFilter.java:41)  at org.mortbay.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1139)  at org.springframework.orm.hibernate.support.OpenSessionInViewFilter.doFilterInternal(OpenSessionInViewFilter.java:170)  at com.atlassian.bamboo.persistence.BambooSessionInViewFilter.doFilterInternal(BambooSessionInViewFilter.java:31)  at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:75)  at org.mortbay.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1139)  at com.planetj.servlet.filter.compression.CompressingFilter.handleDoFilter(CompressingFilter.java:203)  at com.planetj.servlet.filter.compression.CompressingFilter.doFilter(CompressingFilter.java:193)  at com.atlassian.bamboo.filter.CompressingFilter.doFilter(CompressingFilter.java:69)  at org.mortbay.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1139)  at com.atlassian.bamboo.filter.RequestCacheThreadLocalFilter.doFilter(RequestCacheThreadLocalFilter.java:31)  at org.mortbay.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1139)  at com.atlassian.plugin.servlet.filter.IteratingFilterChain.doFilter(IteratingFilterChain.java:46)  at com.atlassian.plugin.servlet.filter.ServletFilterModuleContainerFilter.doFilter(ServletFilterModuleContainerFilter.java:55)  at com.atlassian.plugin.servlet.filter.ServletFilterModuleContainerFilter.doFilter(ServletFilterModuleContainerFilter.java:41)  at org.mortbay.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1139)  at org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal(CharacterEncodingFilter.java:96)  at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:75)  at org.mortbay.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1139)  at org.mortbay.jetty.servlet.ServletHandler.handle(ServletHandler.java:378)  at org.mortbay.jetty.security.SecurityHandler.handle(SecurityHandler.java:216)  at org.mortbay.jetty.servlet.SessionHandler.handle(SessionHandler.java:181)  at org.mortbay.jetty.handler.ContextHandler.handle(ContextHandler.java:765)  at org.mortbay.jetty.webapp.WebAppContext.handle(WebAppContext.java:417)  at org.mortbay.jetty.handler.HandlerWrapper.handle(HandlerWrapper.java:152)  at org.mortbay.jetty.Server.handle(Server.java:324)  at org.mortbay.jetty.HttpConnection.handleRequest(HttpConnection.java:535)  at org.mortbay.jetty.HttpConnection$RequestHandler.headerComplete(HttpConnection.java:865)  at org.mortbay.jetty.HttpParser.parseNext(HttpParser.java:539)  at org.mortbay.jetty.HttpParser.parseAvailable(HttpParser.java:212)  at org.mortbay.jetty.HttpConnection.handle(HttpConnection.java:404)  at org.mortbay.jetty.bio.SocketConnector$Connection.run(SocketConnector.java:228)  at org.mortbay.thread.QueuedThreadPool$PoolThread.run(QueuedThreadPool.java:520)  {noformat}",1
"Git Repo should work with gitosis
So bamboo user can at plan configuration pass an ssh keyfile with passphrase and JGit will talk to remote repository correctly.",2
